target.x;target.y;delta.x;delta.y
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-3;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-2;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-3;on
518;512;-6;-2;on
518;512;-7;-2;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-2;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-2;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-2;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-2;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-2;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-6;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-3;on
518;512;-7;-2;on
518;512;-6;-2;on
518;512;-6;-3;on
